Student_ID,Study_Hours,Attendance,Previous_Marks,Assignments,Internal_Marks,Socioeconomic_Score,Final_Result,Pass_Probability,Risk_Level
STU0030,1.0341797462799738,89.73492844904064,75.79222210318521,63.22821536376399,55.23321535990877,2.0917269820498072,1,0.7370091845256264,Low Risk
STU0031,7.486765796866541,42.220458082929554,43.86683429318181,19.899213895943678,76.98895776603928,3.7249761544477047,0,0.17578286282320996,High Risk
STU0032,2.461027422403853,75.77619270892319,69.5731178200127,41.833386410228016,48.9450759387236,5.792238170955077,1,0.45633533680951677,Medium Risk
STU0033,1.2480933193307144,53.80053023726218,62.47527406818353,75.09397983633183,35.68607443646709,6.0797492900177295,0,0.40488336214304776,Medium Risk
STU0034,11.412183678413331,47.23401314663673,98.0403730742076,10.137289755315916,99.48072568414344,6.4052487728842245,1,0.652955394441707,Low Risk
STU0035,11.604768380357433,44.61719209775255,72.59690908875265,27.785277608971228,40.93410555514195,2.4962979731473056,0,0.2748729754999575,High Risk
STU0036,9.796569503339303,81.77732655268838,54.46544604607732,27.631910846585363,99.18946957744367,4.417636643394839,1,0.6072442016771884,Low Risk
STU0037,4.003058345493763,60.39249782608397,37.986704942155335,43.2018927594506,98.40959527965131,6.5547480440527,0,0.39448100258240315,High Risk
STU0038,1.6232293110734144,83.48600629172569,40.58727801144542,98.0368740942185,85.56726727356278,9.728369781704062,0,0.7660603387452319,Low Risk
STU0039,8.368679804889805,43.92138044793654,45.772185096586455,6.750254668382194,76.15960734573983,7.548680239297198,0,0.1389526638846638,High Risk
STU0040,5.561753678005415,58.91742026983662,47.567666293820864,51.870099438059505,70.44649351757593,9.30343381384562,0,0.3748436563899691,High Risk
STU0041,1.9034397007149564,72.36947754252023,89.54312404887965,17.936468201221047,90.62710817644843,7.859908524827594,1,0.6484731766044616,Low Risk
STU0042,6.194534466279607,87.44338989033781,69.28559517977675,97.06765454097442,50.26076651336416,6.325452720031604,1,0.836605524839088,Low Risk
STU0043,0.8954679928250115,59.12515017592419,66.63736379620565,11.33035047274642,62.73768487394139,2.728210322227101,0,0.2414687903956556,High Risk
STU0044,10.957184623905993,77.55348258622055,38.033821030845225,40.36010023615913,73.35729785565513,7.000170867032617,1,0.3986360203170518,High Risk
STU0045,3.4759697884001945,93.15866489417124,90.20977853446044,73.78849848346061,58.78333331086438,6.610416093639164,1,0.873465865931122,Low Risk
STU0046,8.119006270070793,76.95179129093827,80.59700122459387,70.45544280274453,59.924051786318756,6.422222534115398,1,0.7933150382349016,Low Risk
STU0047,4.084677375028226,53.97756848521803,34.736785333000114,42.272863689393226,53.11992672514591,5.408072811894167,1,0.1624621792813544,High Risk
STU0048,6.480782243544825,41.46404689339228,79.5484568060838,34.652416795271826,69.49622716791752,5.75790943590348,0,0.43594246147410803,Medium Risk
STU0049,6.787168212447716,92.2059324340558,68.04767521398523,39.76123785528706,89.54021696105812,4.0099827440629365,0,0.7549334656621083,Low Risk
STU0050,2.625826238543561,41.27616465102323,35.72077420227448,26.42762631586393,44.1069864604419,5.673814233780728,0,0.0727279083158966,High Risk
STU0051,11.650223219292423,92.48210036105196,62.08104490700595,20.53329387067998,95.4103127127409,2.7780031511063044,1,0.6795207327991455,Low Risk
STU0052,9.414027468652817,71.73622804163273,63.92874009910329,48.303969755889,78.23613576237608,8.246569576243392,0,0.6285720533809852,Low Risk
STU0053,11.304237827988175,96.34406191077377,41.6042178114293,26.853375606760732,87.6291248876021,2.6719925922883703,1,0.5416947150617455,Medium Risk
STU0054,10.790514529917962,87.92699414641993,96.19887029001976,28.746166489725013,68.9333484841008,1.7646966090051976,1,0.7996192808489091,Low Risk
STU0055,7.375849756327479,99.87604663200025,89.49827600364634,65.67560634745571,84.56616909968444,4.926214237214417,1,0.9278192547437066,Low Risk
STU0056,11.101553702765843,61.04270892710261,76.83156361303759,96.85373316998923,31.134027813762703,6.924766955554556,1,0.7338853228172486,Low Risk
STU0057,1.5176637735970742,86.0312973358676,62.360689270042506,60.363720055937506,87.28662973456747,4.939451424401872,1,0.7483645484115767,Low Risk
STU0058,2.75380291782017,64.11585481655453,58.82358791091559,7.697946706496628,32.80972013597565,3.4907871875617773,0,0.12393961082159037,High Risk
STU0059,1.0201138224711879,68.79253721823453,75.5681427005668,7.558361385406698,92.29393634540037,6.023540655013966,0,0.46216784136948147,Medium Risk
STU0060,4.24129880377754,77.6503277931022,68.18023085848338,95.1423220845566,99.43739230670504,4.1230210187097995,1,0.9112400189843365,Low Risk
STU0061,4.969788831429043,92.42062685118032,34.359117411731994,29.729079030733363,50.58472235237445,9.395809211139698,0,0.2365230055599867,High Risk
STU0062,3.620513865399803,99.04500815195772,65.87518541392322,9.206698608247542,44.72229894000556,9.303806256432148,1,0.3332892769026084,High Risk
STU0063,10.030481355247188,86.0964048318711,86.44825320629877,59.90445871503815,83.57543547006284,5.521346379748859,1,0.8859402842538181,Low Risk
STU0064,4.602663256976276,65.06600693004003,62.146791431787065,62.36487782902661,47.71184386441773,3.950955946164327,0,0.4835287192098522,Medium Risk
STU0065,3.730746861404879,65.2814201366242,33.63696042879879,64.85048201186882,90.58936682205425,7.634191725609751,1,0.47629841885728363,Medium Risk
STU0066,6.741004956319857,84.25493809533349,85.03947395688232,26.74020278575413,37.19898145102337,1.3304164913475998,0,0.5230646936730651,Medium Risk
STU0067,2.1206285872097705,54.32662874609814,44.09546474951821,1.5110684214475034,38.81686374655508,5.272921054392861,0,0.06105800377104425,High Risk
STU0068,9.725265278671456,46.62844678788368,48.10345844216272,96.50153694544719,98.5406088570431,4.026910548433001,1,0.762682526804165,Low Risk
STU0069,1.3573324023173645,61.27732945844659,41.529444740260715,25.089304569110247,77.16872287890033,9.284822965922992,1,0.20907247007887872,High Risk
STU0070,11.84919977090595,57.2343394992449,53.115054541004824,67.60262880525475,89.2821057100267,1.1080272454541429,1,0.6800314177825977,Low Risk
STU0071,9.38081484691156,57.778487227359406,82.97260539820445,70.66298698787095,52.703056414606266,5.975333881465142,0,0.7073510879799111,Low Risk
STU0072,2.785230337642983,54.0164650629946,66.35701016527561,61.00074170794857,77.35386246644231,7.6659722295996335,1,0.5725691406583377,Medium Risk
STU0073,0.5635043469214276,42.525591378181716,44.34168919054988,31.290739421364822,71.5969279116018,5.365161887716371,0,0.16816208826725176,High Risk
STU0074,9.877806427230594,41.07243608400483,91.44810547064286,27.109625376406576,72.22050840860629,1.7686272714644948,0,0.538096480329293,Medium Risk
STU0075,8.628859454247596,99.26334338416189,91.57072984660704,59.76682827027031,77.77727216764052,9.75215251025112,1,0.90748859354068,Low Risk
STU0076,8.883582432471353,65.66638802415174,90.94048975322048,86.60956336116915,70.2751421190369,5.662093882384881,1,0.8894802551870105,Low Risk
STU0077,9.369608986888377,63.0595988295809,46.71573479670775,94.67337289233956,60.03436585118662,6.527676198871102,1,0.6440048783470936,Low Risk
STU0078,1.351513494942039,80.77883696158419,61.58675409266917,10.590580440375764,49.31458860663828,3.129488044367566,0,0.24914628559581523,High Risk
STU0079,4.622355878259135,53.09523327190385,98.94927592986126,15.482861259771985,83.80069316392414,5.351482765961235,1,0.5969877871611264,Medium Risk
STU0080,1.8324941845389917,96.99767103701352,84.04087334169932,94.47362587830797,45.83907010022303,4.862345427624897,1,0.885587619542321,Low Risk
STU0081,10.425689397569325,87.18070086493313,31.901719485789187,73.65352283347926,78.46480143080899,1.6740625780178537,1,0.6521093321696859,Low Risk
STU0082,7.667928458516916,45.36466013873557,34.56432138823445,88.29938248297731,46.33329758545287,1.9554431819272051,0,0.34398672936437413,High Risk
STU0083,4.305327285805466,65.0548465470957,62.475196376863295,20.263263413534315,73.77311189681177,8.537252676568972,0,0.34184790289081607,High Risk
STU0084,1.2309210282892717,92.74709845372988,93.64541441030921,58.758587110940184,82.29547869903203,3.1583795698593122,1,0.8931151631039773,Low Risk
STU0085,4.076296699730115,96.68392133748462,67.70912585669,70.11395944174737,45.30997222345775,2.7546244434876748,1,0.728312960369063,Low Risk
STU0086,4.239608203307591,68.04409067499219,64.84687556240031,68.01118854469726,34.19603106029158,5.544203061251253,0,0.4782391100152883,Medium Risk
STU0087,8.890471050887736,76.80468335264246,37.38315899696414,40.81516908666981,39.16816200959219,7.918724182262617,0,0.2243562353057504,High Risk
STU0088,7.831910920584951,50.02203676552451,75.9746073307006,1.5394891691308477,72.41978770897178,1.5575186672108914,1,0.2990144898963167,High Risk
STU0089,10.702946539627755,99.4701175682186,87.54722124201578,58.29260568042631,89.46124843580148,6.1912712767443026,1,0.9232835638395362,Low Risk
STU0090,5.930471639362417,53.90030208300661,56.62940052552936,25.310153917960875,33.14977748647971,2.0728939855651602,1,0.15713703051844574,High Risk
STU0091,1.8753338282904695,96.56390644810753,84.29282956477292,45.02542461428904,81.39058813291524,1.3281494574305661,1,0.8303789106283614,Low Risk
STU0092,8.702315053064442,78.97879893954212,97.51336577305682,95.75810150838173,53.892305216503644,1.4746955694599566,1,0.9272831976759793,Low Risk
STU0093,9.249028059094321,76.46420769273155,44.26365213893824,39.903531764243475,63.496985894366574,8.507476973875972,1,0.3697385459319057,High Risk
STU0094,6.954687772049207,70.76131066099052,66.63307418363189,83.98016066644267,95.02016848918959,2.061752352652554,1,0.8656487614823986,Low Risk
STU0095,9.36612256947745,53.84018870306552,50.09965706592028,18.854060574925114,53.238005331509186,1.4063622797106277,0,0.18105219729565386,High Risk
STU0096,6.178649358190493,50.591681920330494,85.49980933236876,67.24604980250288,62.573585375764026,4.94109898428621,0,0.6963135049356357,Low Risk
STU0097,6.511427537892931,53.22917254421052,70.43153561168103,97.70069544389435,30.95776903324768,8.595941247478223,1,0.6155829235017349,Low Risk
STU0098,5.416721711123321,51.18629572865527,74.42076922852127,10.189310087293679,35.71191040033869,3.361675388403717,0,0.17720858297094538,High Risk
STU0099,0.7923199575570947,86.7750684140052,85.85399117311258,0.8319942227192012,48.10141137943488,4.795413557733248,1,0.3774816112722685,High Risk
STU0100,1.7407514104230013,61.0075155500038,57.71793308637184,43.35827926326144,31.94965685747521,1.359302793073761,0,0.23599628538011325,High Risk
STU0101,0.8614356353974439,43.47056059380378,94.05630478849302,9.26254830513672,74.19627282337757,5.041706627213883,0,0.38552198147251765,High Risk
STU0102,7.818719729533474,98.14615780844868,67.3120207072298,74.83843496762313,59.847884976113576,6.198517725734203,1,0.8185791266702908,Low Risk
STU0103,4.115093782377757,93.02715309780554,41.05683759847436,91.45486638485589,68.37016419096153,6.138163483769303,1,0.7358868933202233,Low Risk
STU0104,6.348562948394082,95.66513699171279,78.71293827181617,43.402097270875885,42.22530301274307,3.9918402295692865,0,0.6522167690504039,Low Risk
STU0105,10.93701445015007,99.69446935878611,85.52829453067781,25.871164215544095,50.71524206056313,3.8397986259682195,1,0.6957308044818361,Low Risk
STU0106,3.366860635212062,50.433714953169236,52.173317394726865,43.44033190066098,76.46771323969077,1.959612570429381,1,0.3519938783444526,High Risk
STU0107,5.219403614909742,63.77452113415953,90.0025479899127,72.3447817850001,97.57119065412799,4.301184885816415,1,0.8931563505406235,Low Risk
STU0108,9.18883809324506,85.49430854224548,93.43002783360365,0.9054161580370979,33.529174152154646,1.8954520198566818,1,0.432482877480879,Medium Risk
STU0109,3.1311789031536583,81.76123708322754,49.38331411644663,58.945398948469716,92.32690245986862,7.899363502408464,1,0.6578242805626586,Low Risk
STU0110,1.3852689630311195,49.233754380391304,98.84650309006554,61.329168488737906,70.38168409178459,9.696468679733673,0,0.734039351101808,Low Risk
STU0111,3.8321417085083325,88.94998749943707,39.84980696341309,63.76882468959355,69.47436967289366,9.730670110000363,0,0.5370425860379715,Medium Risk
STU0112,2.3540448034210506,53.46643431019964,44.141096788174295,24.202207998087722,65.01949746454322,8.785639894378544,0,0.1591789215990432,High Risk
STU0113,11.19152300193959,53.42905688935738,42.89573874666183,71.40527233781268,34.85758601329284,6.407129344056572,0,0.3071958482799566,High Risk
STU0114,9.793384364990795,72.21846537360481,92.57927970055093,9.13914863317764,36.29137962153125,7.307791275194919,0,0.40244609012855737,Medium Risk
STU0115,7.78414319986987,75.57639609050219,75.80047866274734,19.92703364668008,72.06384039613603,3.5668522241237266,1,0.5396219716576761,Medium Risk
STU0116,10.521796787158754,74.80517247026867,40.6472998255591,87.74700466544819,53.86710000048908,6.676933781553585,0,0.5977559173310756,Medium Risk
STU0117,9.742228884339816,45.489210243865294,60.82263928578443,73.87231507265663,94.20876466043765,5.100845944958897,0,0.7044147222554074,Low Risk
STU0118,2.645555677189412,92.64765175782281,73.07086175488614,1.3745554011345251,58.46133761516306,5.338156057992393,0,0.3794224717310541,High Risk
STU0119,10.764428482634745,55.93600255532236,35.84248594925683,24.83762603698002,40.029702109184875,7.819989043376421,0,0.10961092118948855,High Risk
STU0120,6.702435782029983,47.77089527696825,91.76914578851371,21.440648299316457,80.03031834514252,3.537265200375265,0,0.5514657852299063,Medium Risk
STU0121,9.785561784386719,93.32488479213863,86.25224748090747,27.080632803697256,50.534739500870685,3.8623565052506788,1,0.6666058057838592,Low Risk
STU0122,10.805049949120173,97.3390898937852,65.36447415036469,24.755977027988642,66.78292151491252,9.321776120157729,1,0.5863566369542157,Medium Risk
STU0123,4.157039962176435,91.72765703592704,97.69886306814193,6.252629574284574,78.8482949853619,1.5060186536587503,1,0.719286166395294,Low Risk
STU0124,1.7655971320682826,88.57096448349269,59.24326854925698,45.894051659682034,93.01848778414492,5.370708685720063,0,0.690396002187018,Low Risk
STU0125,3.1212543692323296,79.3145188383413,98.88772233255484,73.27334747861651,85.45338363611734,9.215207203670756,1,0.916327793759622,Low Risk
STU0126,5.411739569201948,73.05144223654835,76.7543999162539,60.67317247174364,77.34527475109068,6.493267070363413,0,0.761275258402742,Low Risk
STU0127,9.907169808108671,45.21920559468461,74.4269891277759,67.28716685980798,77.57432276766005,5.9176636679091885,1,0.6847345565433515,Low Risk
STU0128,10.398401707447949,64.50719278424192,41.61684267070495,8.114917853623915,96.21472508224606,3.247697613064197,0,0.2895208992710434,High Risk
STU0129,0.579949501108693,62.36131102073884,91.73494308132507,95.14907101767872,50.70768682475752,4.089479401580034,1,0.8305101636629023,Low Risk
STU0130,6.373593979642006,55.585227025619574,59.92427815444306,83.84918338430248,30.077846593733117,8.668435742242236,1,0.4524705412769588,Medium Risk
STU0131,5.300226536210959,83.40520682131509,41.35633840477355,80.50903184956627,49.03681915787391,6.032963185916123,1,0.5417769657466712,Medium Risk
STU0132,3.054239820413398,69.75254410472624,30.88252639830313,82.29838050417675,45.252396573872076,5.6326797438110185,0,0.3575645242274129,High Risk
STU0133,1.8784517243373522,44.862772954458876,69.18289785468679,93.27105081327613,76.32842095797987,1.8962174218602603,1,0.7365522450976425,Low Risk
STU0134,4.382574471141721,53.21099211698868,66.91797354858734,54.42539661136977,74.35981198358704,1.144253408096108,1,0.5521759978384031,Medium Risk
STU0135,11.34346159499397,80.99552581957576,80.3547535658411,20.02820178676259,71.54229678933066,9.673166698183442,1,0.6105217226960513,Low Risk
STU0136,4.216833718238686,44.56785156941801,92.31806371124614,61.678360785254114,31.13704102466176,4.392875505581575,1,0.5124371403885779,Medium Risk
STU0137,6.46609215004871,91.07241484292612,35.558460925012064,74.2881493667939,81.01446381154533,6.428917558895539,1,0.6693694926609728,Low Risk
STU0138,8.584718027294546,69.70879162083847,81.20475432382537,73.79173933540254,52.64712887398441,1.7174356586855648,0,0.7710165330743617,Low Risk
STU0139,4.681740427361881,68.83519463959888,43.118836086830754,52.14490241668801,76.55391923046417,7.148028571507419,0,0.42828864434068914,Medium Risk
STU0140,11.675493951291047,75.54446707957106,90.07239372100148,6.845871933357806,68.96048999515074,9.393100378353648,0,0.5652406875756619,Medium Risk
STU0141,11.568143891834278,89.48085795550895,87.33444597031593,37.11129384301278,53.9911647799535,6.180987276976777,1,0.72961793157192,Low Risk
STU0142,3.3954964019916876,60.86855247413158,67.85556284898811,92.07666084633573,39.42033869728754,2.135037901378695,1,0.6434463832936813,Low Risk
STU0143,6.218357817762433,80.68096915354381,79.71699590363181,58.4448909757426,36.609322836233666,6.23549374726129,1,0.6329013210430837,Low Risk
STU0144,3.960100562892851,73.94391783974746,52.00450792286239,53.83319432557134,88.20628331785565,7.897124917941872,0,0.5911895949757043,Medium Risk
STU0145,3.7756656853408774,56.02169621016528,62.98175292529702,26.885351438219352,94.28782794570905,4.657748829166168,0,0.44883289934110415,Medium Risk
STU0146,0.9241998945771271,92.71779918130949,87.51458283973301,36.84489199165789,75.48516327350097,8.91853973147321,1,0.755555243214667,Low Risk
STU0147,7.509989840768814,87.8455612964157,62.148563802124976,89.53460891531692,37.24038804023384,6.83814658021628,1,0.72745025162171,Low Risk
STU0148,6.280808767131907,79.50711007950554,55.04587857278092,66.64630475268358,58.14190518217685,9.093240264602823,1,0.5855939268557059,Medium Risk
STU0149,1.0920056393748776,91.03490374565452,64.59487130752099,78.73870267523328,81.025744007361,6.611547801226035,1,0.8283797701338045,Low Risk
STU0150,3.7044343387210317,92.03765205758813,87.97744767060529,45.434542306765515,84.58746188070477,2.181591748043418,0,0.8492615751437044,Low Risk
STU0151,10.945057688616517,82.50177860290208,53.46456331596109,63.024721945615795,38.2753035603762,3.787225399946702,0,0.5209151267329836,Medium Risk
STU0152,3.254961742670183,90.22079970182033,42.16331151950207,24.838360874320752,30.00215031917677,2.8161545342721124,0,0.18397140138189635,High Risk
STU0153,2.1662910290490656,81.84828770015702,79.84098142315466,70.54608302834863,79.84959321164234,9.179438479451761,1,0.8346679515785203,Low Risk
STU0154,6.128706743191975,80.80844630561802,87.81847488956572,42.76013337033373,54.9617323190344,7.843600605587344,1,0.6834985288026116,Low Risk
STU0155,11.834980222271907,77.11668269291106,37.04462349664733,44.25455148147456,47.81369321327821,7.087585320190055,1,0.2962907506463994,High Risk
STU0156,3.283635622382255,85.16299837345846,46.79118789291613,64.93223245768817,30.90282288526678,3.708696876684595,1,0.3944565108087828,High Risk
STU0157,8.229558795167604,49.51630631758442,39.938039283269575,93.62806214689266,67.82095847330498,2.656402948451922,0,0.554815500484568,Medium Risk
STU0158,9.258625576280252,92.85224555193571,54.35589881075167,6.400634660862092,89.58055147981872,7.808059791900206,0,0.4689577092156839,Medium Risk
STU0159,3.232831755912596,92.31061166471392,61.52456852337889,82.47432373470076,97.03421523908115,5.267421512911717,1,0.883660981369663,Low Risk
STU0160,8.874488009036385,41.75483698207355,82.41784358743146,29.238311041219312,69.60214654293024,3.032105969355662,0,0.4562825009848897,Medium Risk
STU0161,4.729506026271412,89.54900503388576,75.5803309417172,44.391945450637785,66.0122929417926,6.549597803487476,1,0.6949897460164806,Low Risk
STU0162,7.771517051826164,47.73219204840671,73.46499972349018,2.1913328775008956,35.953946984246876,1.3630046692460678,0,0.1496715120292024,High Risk
STU0163,7.7855916737502895,60.10713125554851,54.66624626267581,30.1046077834313,68.42109610798198,3.9355322871542815,1,0.33169859994500367,High Risk
STU0164,6.661408866859722,84.61049537749646,88.9013287159332,50.26312426301305,56.598535527577624,5.2170129513202115,1,0.7638159640680792,Low Risk
STU0165,1.5383323556256956,49.64559376289849,62.99010171787152,5.617607734743901,72.49946966185038,2.3316250069846527,0,0.19902289295231657,High Risk
STU0166,10.105978699276237,89.07802144714373,98.53734566106081,49.10957293831652,57.21084435135827,9.861890298317556,1,0.8342339021219203,Low Risk
STU0167,4.188970747174962,89.92805067746451,74.38994968070158,92.71106288584274,46.82093864152567,2.8818762813065284,1,0.8396413562067115,Low Risk
STU0168,2.6449628695983236,70.44806402565017,38.83853190951519,10.539321810780521,36.647569265986355,2.1731781703893898,0,0.09233616094379998,High Risk
STU0169,0.968914127879785,40.383152303010014,77.33242934528039,76.44407280755044,52.0442911212227,2.8318138649820677,1,0.5507033780990264,Medium Risk
STU0170,7.295268846664781,57.22228799049476,52.75728108021893,40.967105337599264,36.76513840014266,7.921550198437518,1,0.2151966189463684,High Risk
STU0171,8.291990161186249,77.01561510254453,78.04290376802682,65.5173714524338,42.38278655767888,4.829550933446585,1,0.689422443289671,Low Risk
STU0172,0.6907600326703458,98.87117068164541,34.874880371368405,26.023659798522935,99.11353110056821,6.088743457772842,0,0.45748080754946996,Medium Risk
STU0173,6.389070170441731,77.9088116210001,42.24170060231716,15.949226254135828,61.087248983463304,1.1890824128772466,1,0.22910806689164848,High Risk
STU0174,3.1047014147762866,55.588214863849586,89.90160812340504,16.046261427122644,67.23102365535115,1.309881777159831,0,0.45822774507894826,Medium Risk
STU0175,7.9194870897086735,78.04034218597668,45.90256899164604,7.049194564314465,91.15329701160508,5.012429948443145,0,0.33395530120007183,High Risk
STU0176,2.5052139335574015,72.39912278295134,88.5928787670058,18.564670490124303,99.68982303434815,8.349897188814612,1,0.690446459765943,Low Risk
STU0177,8.44578398817836,86.79072370906862,49.54932619180873,66.42193849889682,70.79001145412771,8.967149908368087,1,0.6615249427131636,Low Risk
STU0178,4.947456482456181,46.4188383296175,75.00173370410954,88.16906118435081,86.87316747309202,1.780359108360762,1,0.8094976621400191,Low Risk
STU0179,11.272394870472446,85.66167415012168,78.59054014568818,81.41256855911618,52.88587170356727,5.845267918909205,1,0.8485517462277266,Low Risk
STU0180,2.081490857678922,72.47599472056662,65.8858327201537,68.51343098744842,51.402077021310376,9.219067176513434,1,0.5741752669495492,Medium Risk
STU0181,4.422263037077973,97.77952023153968,51.37174736877119,11.043186341110268,58.189260469619214,4.491754789580977,0,0.31817599950533293,High Risk
STU0182,1.8049454942667742,60.51232996232116,44.88510634597673,28.918744629594983,77.07550838715544,8.466092482855316,1,0.24645352883219543,High Risk
STU0183,11.133976610203472,77.9573135880369,32.323254819369836,30.980687532246897,77.75341824785691,2.203260889594926,1,0.34163202171070906,High Risk
STU0184,10.589402563881281,95.92168633060105,51.27624808685067,24.99569463976212,52.06676042546155,9.418550407010189,0,0.3892280704647315,High Risk
STU0185,3.4663287187242897,46.15058367944076,75.72139533718982,51.50056597097231,39.32469468956401,7.762809857781724,1,0.3521814053865826,High Risk
STU0186,8.089816529393058,96.23370923418707,95.68133729139379,53.55538148796726,74.2677379525856,9.472009535082115,1,0.8909431429497173,Low Risk
STU0187,9.898055302313981,81.27314333804881,90.98431375841363,35.68859751711102,38.982810353213516,7.089555101972558,0,0.6226356420457223,Low Risk
STU0188,6.884809333393817,44.07022354631032,83.62453435747119,35.3789158736436,70.4944755760531,4.270635387994843,1,0.5020558579294555,Medium Risk
STU0189,6.590981651094075,58.057814016808976,85.19131402773091,82.85555979060814,78.53954896394163,9.443630552722501,1,0.8420066421161531,Low Risk
STU0190,3.2813013453551942,82.4903253187169,76.54894324331967,78.92928483196856,79.04280474761161,3.480100986782606,1,0.8634682007896567,Low Risk
STU0191,1.5706818297678409,44.041036088126305,48.220080029620206,30.779583168074566,82.74304774617177,3.9895526985555927,0,0.23803650803806545,High Risk
STU0192,10.817981216463258,74.9302276105764,93.50365214940808,91.37884438732593,91.10015950959652,7.307275762015663,1,0.9517143462143819,Low Risk
STU0193,10.8548076573783,60.752983417177404,76.95126183340838,95.2815017002506,64.9971294375352,7.887846695728476,1,0.84072578296703,Low Risk
STU0194,7.780666758642582,77.25493106604863,69.2308441686308,32.67425420300408,81.11744326706997,9.364631354642384,0,0.6025728804931885,Low Risk
STU0195,4.398842597060058,42.74452202875077,37.769262844943675,35.442494879305485,73.34209147560857,2.8432216815058853,0,0.18247959426536484,High Risk
STU0196,4.5159101080456,92.29220836914257,61.29388806644978,50.56341534219588,43.06479578583778,8.181982316973016,1,0.5170482369396555,Medium Risk
